index,Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Огноо,Зарын гарчиг,Үнэ,Байрлал,Талбай_numeric,Үнэ_mean
102,Паркет,1 тагттай,2020,Байхгүй,Вакум,10,Бүргэд,35.0,4,Лизинггүй,Баянзүрх,2,Амгалан,2020-12-28 00:15:00,"BOTANIK TSENTR KHOTKHOND, 1 OROO BAIR 31.7M2",59500000.0,Улаанбаатар,35.0,47038066.666666664
103,Паркет,Тагтгүй,2020,Байхгүй,Вакум,4,Бүргэд,30.0,4,Лизинггүй,Баянзүрх,2,Сансар,2020-12-28 11:21:00,1 OROO BAIR 30M2,48000000.0,Улаанбаатар,30.0,49356930.69306931
104,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,34.29,4,Лизинггүй,Баянзүрх,1,Бусад,2020-12-26 22:15:00,1 OROO BAIR,52000000.0,Улаанбаатар,34.29,51733929.42898975
105,Паркет,1 тагттай,2009,Байхгүй,Вакум,12,Бүргэд,31.0,2,Лизинггүй,Хан-Уул,1,Хурд,2020-12-28 12:57:00,KHURD RAPIDAD 1 OROO,65000000.0,Улаанбаатар,31.0,70942857.14285715
106,Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,31.0,1,Лизинггүй,Баянгол,1,Бусад,2020-12-28 13:20:00,ONOR KHOROOLOLD 1 OROO BAIR,65000000.0,Улаанбаатар,31.0,51733929.42898975
107,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,31.9,4,Лизинггүй,Баянзүрх,1,16-р хороолол,2020-12-28 11:58:00,1 OROO BAIR 31.9M2,57420000.0,Улаанбаатар,31.9,46918892.327365726
108,Паркет,1 тагттай,2013,Байхгүй,Вакум,7,Бүргэд,46.0,5,Лизинггүй,Сонгино Хайрхан,2,5 шар,2020-12-28 17:19:00,5 SHARD 1 OROO BAIR,55000000.0,Улаанбаатар,46.0,55494736.84210526
109,Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,45.0,4,Лизинггүй,Баянгол,2,25-р эмийн сан,2020-12-30 17:27:00,25-YN KFC-N ARD GAL TOGOO TUSDAA 1 OROO BAIR 45M2,70000000.0,Улаанбаатар,45.0,68460784.31372549
110,Паркет,1 тагттай,2003,Байхгүй,Вакум,9,Бүргэд,60.0,9,Лизинггүй,Баянзүрх,3,13-р хороолол,2020-12-28 21:31:00,1 OROO,82000000.0,Улаанбаатар,60.0,103503101.1235955
111,Паркет,Тагтгүй,2010,Байхгүй,Вакум,9,Мод,36.2,2,Лизинггүй,Хан-Уул,2,Хурд,2020-12-29 10:11:00,KHURD RAPID 1 OROO 36.20M2 BAIR,75000000.0,Улаанбаатар,36.2,78080092.3076923
112,Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Бүргэд,34.0,4,Лизинггүй,Баянзүрх,1,Амгалан,2020-12-30 19:37:00,SHINE AMGALAN KHOTKHOND 34M2 1 OROO BAIR,55000000.0,Улаанбаатар,34.0,47038066.666666664
113,Паркет,Тагтгүй,2015,Байхгүй,Вакум,6,Бүргэд,34.0,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-12-28 20:27:00,KHOROOLOLD 1 OROO BAIR,60000000.0,Улаанбаатар,34.0,56938935.39325843
114,Плита,Тагтгүй,2010,Байхгүй,Вакум,12,Төмөр,28.0,1,Лизинггүй,Баянгол,1,10-р хороолол,2020-12-30 22:37:00,1 OROO 28M2,53000000.0,Улаанбаатар,28.0,49934253.40599455
115,Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Бүргэд,20.2,3,Лизинггүй,Хан-Уул,1,Viva city,2020-12-30 20:34:00,1 OROO 20.2M2 BAIR,40000000.0,Улаанбаатар,20.2,43515602.83687943
116,Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,28.0,10,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-12-31 12:06:00,GEMTLIIN EMNELGIIN ARD 28M2 1 OROO,51000000.0,Улаанбаатар,28.0,56938935.39325843
117,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,40.0,1,Банкны лизингтэй,Орон нутаг,3,5-р хороолол,2020-12-31 13:27:00,UILCHILGEENII ZORIULALTTAI 1 DAVXRIIN 1 URUU BAIR 40M2,75000000.0,Орхон,40.0,78174026.31578948
118,Паркет,Тагтгүй,2010,Байхгүй,Вакум,5,Бүргэд,24.0,2,Лизинггүй,Баянгол,1,6-р бичил,2020-12-31 13:36:00,1 OROO BAIR 24M2,50000000.0,Улаанбаатар,24.0,48878571.428571425
119,Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Төмөр,31.8,3,Лизинггүй,Баянгол,2,Төмөр зам,2021-01-01 00:20:00,BARS ZAHIIN ARD 1 OROO BAIR,63000000.0,Улаанбаатар,31.8,65380000.0
120,Паркет,1 тагттай,2020,Байхгүй,Вакум,7,Бүргэд,30.34,3,Лизинггүй,Хан-Уул,1,Яармаг,2021-01-11 09:27:00,YAARMAGT NUKHTIIN AM YAVAKH ZAMD 1-OROO BAIR,51500000.0,Улаанбаатар,30.34,44323492.85714286
121,Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Бүргэд,34.22,4,Лизинггүй,Баянзүрх,1,14-р хороолол,2021-01-01 12:40:00,34.22M2 1 URUU,58000000.0,Улаанбаатар,34.22,51941115.49295775
122,Паркет,1 тагттай,2007,Байхгүй,Модон вакум,9,Бүргэд,42.6,7,Лизинггүй,Сүхбаатар,2,Бусад,2021-01-11 09:58:00,URLAN BUTEEKHIIN ARD NOGOON URLAN KHOTKHOND 1OROO,79000000.0,Улаанбаатар,42.6,68056524.7311828
123,Паркет,1 тагттай,1980,Байхгүй,Вакум,6,Төмөр,36.0,5,Лизинггүй,Баянзүрх,3,16-р хороолол,2021-01-11 10:03:00,16 BATLAN KHAMGAALAKHYN IKH SURGUULI 1 OROO BAIR 36M2,50000000.0,Улаанбаатар,36.0,62746655.27950311
124,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,36.6,1,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2021-01-11 10:13:00,21R KHOROOLOL 1 OROO BAIR,50000000.0,Улаанбаатар,36.6,55424309.9378882
125,Паркет,Тагтгүй,2020,Байгаа,Вакум,16,Төмөр,30.02,13,Лизинггүй,Баянгол,1,Төмөр зам,2021-01-11 10:15:00,TUMUR ZAMD 1 URUU 30.02M2,66000000.0,Улаанбаатар,30.02,65380000.0
126,Паркет,Тагтгүй,2021,Байхгүй,Вакум,16,Бүргэд,24.04,4,Лизинггүй,Баянзүрх,1,16-р хороолол,2021-01-11 10:07:00,TSAIZ ZAKHYN UULZVART 1 OROO BAIR,43000000.0,Улаанбаатар,24.04,46918892.327365726
127,Мод,Тагтгүй,1980,Байхгүй,Мод,1,Мод,69.0,1,Лизинггүй,Орон нутаг,1,Бусад,2021-01-11 11:24:00,TOV ZUUNMOD SUM TOVD KHUUCHNY NEG OROO ORON SUUTS,35000000.0,Төв,69.0,115115646.34146342
128,Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Бүргэд,24.04,11,Лизинггүй,Баянзүрх,1,16-р хороолол,2021-01-11 11:07:00,1 OROO BAIR 24.04M2,43000000.0,Улаанбаатар,24.04,46918892.327365726
129,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,34.0,4,Лизинггүй,Баянзүрх,1,Бусад,2021-01-11 12:04:00,SHINE AMGALAN KHOTKHOND 34 MKV 1 OROO,56100000.0,Улаанбаатар,3.0,51733929.42898975
130,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,35.47,10,Хувь лизингтэй,Баянзүрх,2,Офицер,2021-01-11 14:22:00,1 OROO BAIR,35470000.0,Улаанбаатар,35.47,57844298.65771812
131,Паркет,1 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,40.0,1,Лизинггүй,Сонгино Хайрхан,2,Москва хороолол,2021-01-11 13:35:00,MOSKVA KHOROOLOLD 1 OROO 40M2,65000000.0,Улаанбаатар,40.0,64125000.0
132,Паркет,Тагтгүй,2012,Байхгүй,Вакум,7,Бүргэд,27.0,5,Лизинггүй,Баянгол,1,"3, 4 хороолол",2021-01-11 15:01:00,"KHOROOLOL, GEMTELIIN EMNELEG DUND ZAM DAGUU 1OROO BAIR 27M2.",45000000.0,Улаанбаатар,27.0,56938935.39325843
133,Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,35.27,4,Хувь лизингтэй,Налайх,2,Бусад,2021-01-11 14:41:00,GORODOKT 1 OROO 35.27M2,35000000.0,Улаанбаатар,35.27,68056524.7311828
134,Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Вакум,43.4,6,Банкны лизингтэй,Хан-Уул,1,Бусад,2021-01-11 14:52:00,HAN-UUL DUURGIIN 3-R HOROOND 43.4M2 1 URUU BAIR,75950000.0,Улаанбаатар,43.4,68056524.7311828
135,Паркет,Тагтгүй,2016,Байхгүй,Вакум,4,Бүргэд,30.0,3,Лизинггүй,Хан-Уул,2,Яармаг,2021-01-11 15:38:00,VIVA SITI-D 1 OROO BAIR,50000000.0,Улаанбаатар,30.0,44323492.85714286
136,Паркет,1 тагттай,2008,Байхгүй,Вакум,10,Бүргэд,30.0,7,Банкны лизингтэй,Чингэлтэй,1,Бага тойрог,2021-01-11 16:19:00,KHOTYN TOVD 1 OROO,68000000.0,Улаанбаатар,30.0,66857142.85714286
137,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,29.54,11,Хувь лизингтэй,Хан-Уул,1,Нисэх,2021-01-11 16:05:00,NISEKHED SHURT KHOTKHOND 29.54M2 1 OROO BAIR,53172000.0,Улаанбаатар,29.54,48191583.67086957
138,Паркет,1 тагттай,2017,Байхгүй,Вакум,13,Бүргэд,32.4,11,Лизинггүй,Баянзүрх,1,Сансар,2021-01-11 16:42:00,JUKOV HOTGOND 1 URUU,52000000.0,Улаанбаатар,32.4,49356930.69306931
139,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,28.0,2,Лизинггүй,Баянгол,1,"3, 4 хороолол",2021-01-11 17:20:00,"3,4-R KHOROOLLYN ETSEST 1 OROO BAIR",52000000.0,Улаанбаатар,28.0,56938935.39325843
140,Паркет,1 тагттай,2013,Байхгүй,Вакум,15,Бүргэд,34.58,10,Лизинггүй,Хан-Уул,1,120 мянгат,2021-01-11 17:37:00,KH KHOTKHON 1 OROO BAIR,96824000.0,Улаанбаатар,34.58,68218714.28571428
141,Паркет,Тагтгүй,2008,Байхгүй,Вакум,7,Бүргэд,47.0,7,Лизинггүй,Баянгол,2,"3, 4 хороолол",2021-01-11 23:00:00,GAL TOGOO TUSDAA 1 OROO BAIR,70000000.0,Улаанбаатар,47.0,67657509.58466454
142,Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Бүргэд,24.04,6,Лизинггүй,Баянзүрх,1,Бусад,2021-01-11 18:33:00,SKY RESIDENCE -2T SHINE 1 OROO BAIR,41000000.0,Улаанбаатар,24.04,51733929.42898975
143,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Төмөр,33.0,3,Лизинггүй,Баянзүрх,3,Баянмонгол хороолол,2021-01-11 21:12:00,SARUUL KHOTKHOND 1 OROO,66800000.0,Улаанбаатар,33.0,69485000.0
144,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,24.0,11,Лизинггүй,Баянзүрх,2,Бусад,2021-01-12 08:12:00,1 OROO BAIR,43000000.0,Улаанбаатар,24.0,51733929.42898975
145,Паркет,1 тагттай,2014,Байгаа,Вакум,12,Бүргэд,33.75,12,Лизинггүй,Баянзүрх,2,Сансар,2021-01-12 08:18:00,"KHOTYN TOVD CHINGIS ZOCHID BUUDLYN ZUUN TALD 1 OROO BAIR 33,75M2",85000000.0,Улаанбаатар,33.75,49356930.69306931
146,Паркет,1 тагттай,2013,Байхгүй,Вакум,11,Бүргэд,33.4,4,Лизинггүй,Сонгино Хайрхан,1,Москва хороолол,2021-01-12 09:45:00,1OROO BAIR 33.4M2,55000000.0,Улаанбаатар,33.4,49534482.75862069
147,Паркет,1 тагттай,2011,Байхгүй,Вакум,5,Бүргэд,38.0,4,Лизинггүй,Хан-Уул,1,Яармаг,2021-01-12 12:51:00,VIVA SITI KHOTKHOND 1 OROO BAIR,57000000.0,Улаанбаатар,38.0,71117062.5
148,Ламинат,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,39.0,11,Лизинггүй,Баянзүрх,2,14-р хороолол,2021-01-12 14:07:00,AMAN KHUUR KHOTKHONY BARUUN TALD 51A 1 OROO BAIR GALTOGOO TUSDAA,78000000.0,Улаанбаатар,39.0,71669212.38095239
149,Мод,Тагтгүй,1998,Байхгүй,Мод,2,Мод,30.0,1,Хувь лизингтэй,Орон нутаг,3,Бусад,2021-01-12 13:41:00,SHARYN GOLD 30M2 BAIR,120000000.0,Улаанбаатар,30.0,51733929.42898975
150,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,30.0,10,Лизинггүй,Баянзүрх,2,14-р хороолол,2021-01-12 14:17:00,GRIIN RESORT KHOTKHOND 1 OROO BAIR 30M2,55000000.0,Улаанбаатар,30.0,51941115.49295775
151,Паркет,1 тагттай,2021,Байхгүй,Вакум,12,Бүргэд,30.0,4,Лизинггүй,Хан-Уул,1,19-р хороолол,2021-01-12 14:28:00,KHUDUUREGT MISHEEL TSOGTSOLBOR KHOTKHOND 1 OROO BAIR,57000000.0,Улаанбаатар,30.0,55550309.94152047
152,Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,35.64,7,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2021-01-12 14:39:00,NEG OROO BAIR 35.64M2,56000000.0,Улаанбаатар,35.64,55424309.9378882
153,Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,36.0,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",2021-01-12 14:54:00,"3,4-R KHOROOLLYN ETSEST 1 OROO",67000000.0,Улаанбаатар,36.0,67657509.58466454
154,Паркет,Тагтгүй,2013,Байхгүй,Вакум,5,Бүргэд,38.0,4,Лизинггүй,Хан-Уул,1,Viva city,2021-01-12 11:41:00,1 OROO 38M2 VIVA SITI KHOTKHON,57000000.0,Улаанбаатар,38.0,61321637.93103448
155,Цемент,1 тагттай,2008,Байхгүй,Вакум,6,Бүргэд,32.5,4,Лизинггүй,Баянзүрх,3,16-р хороолол,2021-01-12 14:56:00,OFITSERT 1 OROO BAIR,53000000.0,Улаанбаатар,32.5,46918892.327365726
156,Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,31.0,6,Лизинггүй,Баянгол,2,10-р хороолол,2021-01-12 15:32:00,10-R KHOROOLOL GOLDEN PARK KHOTKHOND 1 OROO BAIR,48000000.0,Улаанбаатар,31.0,49934253.40599455
157,Паркет,1 тагттай,2013,Байхгүй,Вакум,10,Бүргэд,31.7,7,Лизинггүй,Сонгино Хайрхан,2,Бусад,2021-01-12 16:33:00,1 OROO,50000000.0,Улаанбаатар,31.7,51733929.42898975
158,Паркет,1 тагттай,2006,Байхгүй,Вакум,9,Бүргэд,40.3,8,Лизинггүй,Баянгол,3,Гандан,2021-01-12 16:52:00,MONGOLYN UNDESNII IKH SURGUULIIN BARUUN TALD 1 OROO BAIR,78000000.0,Улаанбаатар,40.3,74833333.33333333
159,Паркет,1 тагттай,2010,Байхгүй,Модон вакум,6,Бүргэд,56.0,4,Лизинггүй,Баянзүрх,2,Офицер,2021-01-12 17:23:00,OFITSERT 1 OROO BAIR 56M2,75000000.0,Улаанбаатар,56.0,85923720.83333333
160,Паркет,1 тагттай,1989,Байгаа,Вакум,9,Бүргэд,18.0,4,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,2021-01-12 17:36:00,1 KHOROOLOLD GAL TOGOO TUSDAA 1 OROO BAIR 18M2,62000000.0,Улаанбаатар,18.0,57290410.95890411
161,Паркет,1 тагттай,2014,Байхгүй,Вакум,13,Бүргэд,29.5,12,Лизинггүй,Баянзүрх,1,Офицер,2021-01-12 18:21:00,JUKOV TARVALIN KHOTKHOND 1OROO 29.5M2,55000000.0,Улаанбаатар,29.5,48726743.967289716
162,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,40.28,10,Лизинггүй,Сүхбаатар,1,100 айл,2021-01-12 19:17:00,ENERENGUI UILSTEN KHOTKHON 1-R EELJIND 40.28M2 1 OROO BAIR,68476000.0,Улаанбаатар,40.28,69186785.86956522
163,Паркет,1 тагттай,2016,Байхгүй,Вакум,7,Бүргэд,39.0,1,Лизинггүй,Баянзүрх,1,14-р хороолол,2021-01-12 21:43:00,AKHMADYN KHOROOLOLD 1 OROO BAIP 39M2,64350000.0,Улаанбаатар,39.0,71669212.38095239
164,Паркет,1 тагттай,2001,Байхгүй,Вакум,6,Бүргэд,49.0,6,Хувь лизингтэй,Баянгол,3,25-р эмийн сан,2021-01-14 00:00:00,25R EMIIN SANGIIN ARD 1URUU BAIR,75000000.0,Улаанбаатар,49.0,68460784.31372549
165,Паркет,1 тагттай,2010,Байхгүй,Вакум,11,Бүргэд,34.0,11,Лизинггүй,Баянгол,1,Бусад,2021-01-14 00:00:00,ALTAI KHOTKHOND 1 OROO BAIR,56000000.0,Улаанбаатар,34.0,51733929.42898975
166,Паркет,1 тагттай,2018,Байхгүй,Вакум,10,Бүргэд,25.0,10,Лизинггүй,Хан-Уул,3,Яармаг,2021-01-12 22:15:00,YAARMAG KHANBOGD KHOROOLOLD 1 OROO 25M2,50000000.0,Улаанбаатар,25.0,44323492.85714286
167,Паркет,1 тагттай,2021,Байгаа,Вакум,7,Бүргэд,27.0,1,Лизинггүй,Хан-Уул,1,Бусад,2021-01-14 00:00:00,NUKHTIIN ZAM DAGUU KHUNNU APARTMENT 1 DAVKHARYN 1 OROO BAIR,40500000.0,Улаанбаатар,27.0,51733929.42898975
168,Паркет,1 тагттай,2017,Байхгүй,Вакум,13,Вакум,29.5,12,Лизинггүй,Баянзүрх,1,15-р хороолол,2021-01-14 00:00:00,KINO VILDWERT 1OROO BAIR 29.5M2,50000000.0,Улаанбаатар,29.5,55971105.0955414
169,Паркет,Тагтгүй,2019,Байхгүй,Вакум,10,Бүргэд,32.0,1,Лизинггүй,Баянгол,1,10-р хороолол,2021-01-14 00:00:00,10R KHOROOLOL TSOGLOG KHOTKHOND 1OROO,58000000.0,Улаанбаатар,32.0,49934253.40599455
170,Паркет,Тагтгүй,2017,Байгаа,Вакум,16,Бүргэд,49.0,1,Лизинггүй,Баянзүрх,1,Бусад,2021-01-12 20:09:00,ENCANTO 2 KHOTKHOND 1 OROO BAIR 49M2,110000000.0,Улаанбаатар,49.0,68056524.7311828
171,Паркет,1 тагттай,1980,Байхгүй,Вакум,6,Төмөр,36.0,5,Лизинггүй,Баянзүрх,3,Бусад,2021-01-14 00:00:00,16 BATLAN KHAMGAALKHYN SURGUULI 1 OROO BAIR,50000000.0,Улаанбаатар,36.0,68056524.7311828
172,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,36.76,13,Лизинггүй,Баянгол,1,Төмөр зам,2021-01-14 00:00:00,TOMOR ZAMD BARS ZAKHYN ARD 1 OROO BAIR,84548000.0,Улаанбаатар,36.76,80380304.87804878
173,Паркет,1 тагттай,2013,Байхгүй,Вакум,5,Бүргэд,28.0,3,Лизинггүй,Баянзүрх,1,Бусад,2021-01-14 00:00:00,KHKHEG-N KHOINO KHORSHOOLLYN KHOTKHOND 1 OROO BAIR 28M2,48000000.0,Улаанбаатар,28.0,51733929.42898975
174,Паркет,1 тагттай,2013,Байхгүй,Вакум,5,Бүргэд,38.0,4,Лизинггүй,Хан-Уул,1,Viva city,2021-01-14 00:00:00,VIVA SITI 1 OROO 38M2,57000000.0,Улаанбаатар,38.0,61321637.93103448
175,Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,35.27,4,Хувь лизингтэй,Налайх,2,Бусад,2021-01-14 00:00:00,NALAIKH GORODOKT 1 OROO BAIR,35000000.0,Улаанбаатар,35.27,68056524.7311828
176,Паркет,1 тагттай,2011,Байхгүй,Вакум,5,Бүргэд,20.0,1,Лизинггүй,Орон нутаг,1,Бусад,2021-01-02 14:25:00,DUNDGOVI AIMAGT 1 OROO 20M2,20000000.0,Дундговь,20.0,40540983.60655738
